"MlsNumber","LivingArea","YearBuilt","MunicipalTax","SchoolTax","CondoFees","HeatingEnergy","HeatingSystem","Proximity","SewageSystem","LotAssessment","BuildingAssessment","Pool","View","Garage","Parking","Zoning","WaterSupply","LotDepth","LotFrontage","Area","MunicipalAssessment","FloorCovering","Topography","Insurance"
"26232429",,"1958","3220$ (2013)","570$ (2013)",,"Electric baseboard units",,"Highway, airport- Downtown, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,"Panoramic, City",,,"Residential","Municipality",,,,"322,700$",,,
"26251484",,"1922","4894$ (2013)","1049$ (2013)",,"Hot water",,"Highway, High school, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,"Outdoor, (1 place)","Residential","Municipality",,,,"680,800$",,,
"26275397",,"1950","3902$ (2014)","840$ (2014)",,"Hot water",,,"Municipal sewer",,,,,"Fitted","Garage, (1 place), Outdoor, (2 places)",,"Municipality",,,,"498,000$",,,
"26277837",,"1962","3747$ (2014)","780$ (2013)",,"Hot water",,"Highway, Cegep, Elementary school, Hospital, Public transport","Municipal sewer",,,,,"Fitted","Garage, (1 place)","Residential","Municipality",,,,"431,300$",,,
"26278945",,"1912","2820$ (2014)","620$ (2014)",,,,"Highway, Hospital, Park - green area, Public transport, University","Municipal sewer",,,,"Panoramic, City",,,,"Municipality",,,,"354,500$",,,
"26279843",,"1950","2849$ (2014)","613$ (2014)",,"Hot water",,"Shops, Restaurants, Bus, Elementary school, High school, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,,"Outdoor, (2 places)","Residential","Municipality",,,,"352,700$",,,
"26285951",,"1972","19326$ (2013)","4058$ (2013)",,"Air circulation",,"Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,"Panoramic, City, Water","Heated, Double width or more","Garage, (2 places), Outdoor, (2 places)","Residential","Municipality",,,,"2,420,000$",,,
"26292409",,"1999","5116$ (2014)","1057$ (2014)",,"Air circulation",,"Westmount Recreation Centre / Arena / Pool, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Fitted, Single width","Garage, (1 place), Outdoor, (1 place)","Residential","Municipality",,,,"550,000$",,,
"26307351",,,"$","$",,"Electric baseboard units",,"Highway, Cegep, Elementary school, High school, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,,"Residential","Municipality",,,,,,,
"26313665",,"1912","1543$ (2013)","327$ (2013)",,"Space heating baseboards",,"Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,,"Residential","Municipality",,,,,,,
"26335703",,,"6143$ (2014)","542$ (2014)",,"Electric baseboard units",,"Highway, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Detached","Garage, (1 place)","Commercial","Municipality",,,,"316,100$",,,
"26338303",,"2005","2987$ (2014)","635$ (2013)",,"Electric baseboard units",,"Highway, Grocery, restaurants, pharmacies, banks, Cegep, Elementary school, High school, Golf, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport, University","Municipal sewer",,,,"Champlain Bridge","Heated, Fitted","Garage, (1 place)","Residential","Municipality",,,,"362,900$",,,
"26353007",,"1949","3749$ (2014)","340$ (2013)",,"Electric baseboard units",,,"Municipal sewer",,,,,,"Outdoor, (2 places)","Commercial, Residential","Municipality",,,,,,,
"26356994",,"2014","$","$",,"Electric baseboard units",,"Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport, University","Municipal sewer",,,,"Panoramic, City",,,"Residential","Municipality",,,,,,,
"26359987",,"1985","13894$ (2014)","743$ (2014)",,,,,"Municipal sewer",,,,,,,"Commercial, Industrial","Municipality",,,,"399,300$",,,
"26385041",,"1950","2668$ (2014)","485$ (2014)",,"Air circulation",,"Elementary school, High school, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport","Municipal sewer",,,,,,,"Residential","Municipality",,,,"341,300$",,,
"26387323",,"1959","2607$ (2014)","614$ (2015)",,"Air circulation, Space heating baseboards, Electric baseboard units",,"Highway, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Fitted","Garage, (1 place), Outdoor, (1 place)","Residential","Municipality",,,,"292,900$",,,
"26392077",,"1979","4062$ (2014)","872$ (2014)",,"Space heating baseboards, Radiant",,"Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Fitted, Single width","Garage, (1 place), Outdoor, (1 place)","Residential","Municipality",,,,"493,700$",,,
"26419168",,"2010","4497$ (2013)","1098$ (2013)",,"Air circulation",,,"Municipal sewer",,,,,,"Garage, (1 place)","Residential","Municipality",,,,"504,833$",,,
"26427728",,"1911","3778$ (2014)","830$ (2014)",,"Space heating baseboards",,,"Municipal sewer",,,,,,,"Residential","Municipality",,,,"477,100$",,,
"26435111",,"2011","2291$ (2014)","419$ (2014)",,"Electric baseboard units",,"Highway, Elementary school, Hospital, Park - green area, Public transport","Municipal sewer",,,,,,"Outdoor, (1 place)","Residential","Municipality",,,,"227,300$",,,
"26449505",,"1971","1909$ (2014)","334$ (2014)",,,,"Elementary school, High school, Park - green area, Public transport","Municipal sewer",,,,,,"Outdoor, (1 place)","Residential","Municipality",,,,"187,800$",,,
"26451799",,,"3400$ (2014)","729$ (2014)",,,,"Highway, Cegep, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,,,,"Municipality",,,,"438,200$",,,
"26461156",,"2010","2610$ (2014)","537$ (2014)",,"Electric baseboard units",,"Highway, Bicycle path, Public transport","Municipal sewer",,,,,,"Outdoor, (1 place)","Residential","Municipality",,,,"311,900$",,,
"26470822",,"1903","$","$",,"Electric baseboard units",,"Highway, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,"Outdoor, (1 place)","Residential","Municipality",,,,,,,
"26495085",,"1965","3267$ (2013)","735$ (2013)",,,,,"Municipal sewer",,,,,,,"Residential","Municipality",,,,"445,900$",,,
"26495956",,"2012","1724$ (2014)","354$ (2013)",,"Electric baseboard units",,"Highway, Elementary school, Park - green area, Public transport","Municipal sewer",,,,,,,"Residential","Municipality",,,,"208,100$",,,
"26497507",,"1987","1348$ (2014)","268$ (2014)",,"Electric baseboard units",,"Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,"Outdoor, (1 place)","Residential","Municipality",,,,"158,600$",,,
"26512057",,"1999","2501$ (2014)","532$ (2014)",,"Space heating baseboards, Electric baseboard units",,"Elementary school, High school, Golf, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,"Panoramic, City",,"Outdoor, (1 place)",,"Municipality",,,,,,,
"26516286",,"2004","2457$ (2014)","529$ (2014)",,"Air circulation, Electric baseboard units",,"Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Public transport, University","Municipal sewer",,,,,,,"Residential","Municipality",,,,"297,600$",,,
"26523131",,"1906","9036$ (2014)","1339$ (2014)",,"Hot water",,,"Municipal sewer",,,,,"Double width or more","Garage, (2 places), Outdoor, (1 place)","Residential","Municipality",,,,"740,000$",,,
"26525100",,"1995","2115$ (2014)","447$ (2014)",,"Electric baseboard units",,"Highway, Cegep, Elementary school, High school, Golf, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport, University","Municipal sewer",,,,"City","Heated, Fitted, Single width","Garage, (1 place)","Residential","Municipality",,,,"257,000$",,,
"26529906",,,"$","$",,"Electric baseboard units",,"Highway, Elementary school, High school, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Fitted, Single width","Garage, (1 place)","Residential","Municipality",,,,,,,
"26542494",,"1960","2320$ (2014)","471$ (2014)",,"Air circulation",,"Elementary school, High school, Park - green area, Public transport","Municipal sewer",,,,,,"Outdoor, (2 places)","Residential","Municipality",,,,"267,700$",,,
"26545960",,,,,,,,,"Municipal sewer",,,,,,,,"Municipality",,,,,,,
"26555857",,"1973","4498$ (2014)","930$ (2014)",,"Hot water, Electric baseboard units",,,"Municipal sewer",,,,,"Double width or more","Garage, (2 places)","Residential","Municipality",,,,"517,700$",,,
"26564833",,"1957","35203$ (2014)","6956$ (2013)",,"Hot water",,"Hospital, Park - green area, Public transport, University","Municipal sewer",,,,"Mountain","Fitted","Garage, (1 place)","Residential","Municipality",,,,"4,352,000$",,,
"26574187",,"1987","915$ (2014)","175$ (2013)",,"Electric baseboard units",,,"Municipal sewer",,,,,,,"Residential","Municipality",,,,"94,800$",,,
"26596451",,"2009","1574$ (2014)","315$ (2013)",,,,,"Municipal sewer",,,,,"Fitted","Garage, (1 place)","Residential","Municipality",,,,"191,100$",,,
"26603054",,"1917","4167$ (2014)","371$ (2014)",,"Air circulation, Electric baseboard units",,,"Municipal sewer",,,,,"Attached","Garage, (2 places)","Commercial, Residential","Municipality",,,,"209,700$",,,
"26605015",,"1990","2954$ (2014)","637$ (2014)",,"Electric baseboard units",,"Highway, Elementary school, Golf, Park - green area, Bicycle path, Cross-country skiing, Public transport","Municipal sewer",,,,"Panoramic","Heated, Fitted, Single width","Garage, (1 place)","Residential","Municipality",,,,"346,400$",,,
"26606480",,"1988","1720$ (2014)","365$ (2014)",,,,"Highway, Cegep, Elementary school, High school, Golf, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Single width","Garage, (1 place)","Residential","Municipality",,,,"197,400$",,,
"26619200",,"2010","7476$ (2014)","1648$ (2014)",,"Electric baseboard units",,"Highway, Cegep, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,"Panoramic, City","Heated, Single width","Garage, (1 place)","Residential","Municipality",,,,"918,000$",,,
"26644431",,"2007","2399$ (2013)","526$ (2013)",,"Electric baseboard units",,"Highway, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,,,"Residential","Municipality",,,,"290,700$",,,
"26664967",,"1989","7424$ (2013)","1643$ (2014)",,,,,"Municipal sewer",,,,,,"Garage, (1 place)","Residential","Municipality",,,,"907,400$",,,
"26672195",,,"$","$",,"Electric baseboard units",,,"Municipal sewer",,,,,,"Garage, (1 place)","Residential","Municipality",,,,,,,
"26675228",,"1983","4253$ (2014)","878$ (2013)",,"Air circulation",,"Elementary school, High school, Park - green area, Bicycle path","Municipal sewer",,,,,"Attached","Garage, (1 place), Outdoor, (2 places)","Residential","Municipality",,,,"480,000$",,,
"26686389",,"1927","1914$ (2014)","400$ (2014)",,"Hot water",,"Stanislas College, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,,,"Residential","Municipality",,,,"241,300$",,,
"26692788",,"1998","2732$ (2014)","577$ (2014)",,"Electric baseboard units",,"Highway, Cegep, Elementary school, Hospital, Park - green area, Public transport","Municipal sewer",,,,,"Fitted, Single width","Garage, (1 place), Outdoor, (1 place)","Residential","Municipality",,,,"340,100$",,,
"26703825",,"2010","1824$ (2014)","375$ (2014)",,"Electric baseboard units",,"Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,"City",,"Outdoor, (1 place)",,"Municipality",,,,"211,400$",,,
"26707641",,"1982","2695$ (2014)","592$ (2015)",,,,"Highway, Elementary school, High school, Hospital, Bicycle path, Public transport","Municipal sewer",,,,,"Single width","Garage, (1 place)","Residential","Municipality",,,,"329,400$",,,
"26707765",,"1930","1570$ (2014)","317$ (2014)",,"Electric baseboard units",,"Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,,,"Residential","Municipality",,,,"187,800$",,,
"26708729",,"1960","1460$ (2014)","271$ (2014)",,,,"Highway, Elementary school, High school, Golf, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,,"Residential","Municipality",,,,"150,200$",,,
"26718293",,"1988","3322$ (2014)","683$ (2014)",,"Electric baseboard units",,"Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport, University","Municipal sewer",,,,"View of the courtyard","Fitted","Garage, (1 place)","Residential","Municipality",,,,"399,100$",,,
"26726191",,"2012","1062$ (2014)","306$ (2014)",,"Electric baseboard units",,"Highway, Cegep, Hospital, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,,,"Residential","Municipality",,,,"239,000$",,,
"26727089",,"1987","1840$ (2014)","351$ (2014)",,"Electric baseboard units",,"Highway, Cegep, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport","Municipal sewer",,,,,"Single width","Garage, (1 place)","Residential","Municipality",,,,"216,300$",,,
"26741904",,"2013","1$ (2014)","273$ (2013)",,"Electric baseboard units",,"Highway, Elementary school, High school, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,,,"Municipality",,,,,,,
"26751285",,"1895","6430$ (2013)","1291$ (2013)",,"Hot water",,"Cegep, Elementary school, High school, Park - green area, Public transport","Municipal sewer",,,,,,"Outdoor, (2 places)","Residential","Municipality",,,,"825,000$",,,
"26756159",,,"1583$ (2014)","430$ (2015)",,,,"Cegep, Park - green area, Bicycle path, Public transport, University","Municipal sewer",,,,,,,,"Municipality",,,,"703,800$",,,
"26756673",,"1929","2305$ (2014)","475$ (2013)",,"Hot water",,"Highway, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Detached, Double width or more","Garage, (2 places)","Residential","Municipality",,,,"757,000$",,,
"26766861",,"1900","3881$ (2014)","847$ (2013)",,"Hot water",,"Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,,"Outdoor, (1 place)","Residential","Municipality",,,,"455,700$",,,
"26777888",,"1994","3913$ (2014)","829$ (2013)",,"Air circulation, Electric baseboard units",,"Highway, Cegep, Elementary school, High school, Golf, Park - green area, Cross-country skiing","Municipal sewer",,,,,"Attached, Fitted","Garage, (2 places), Outdoor, (2 places)","Residential","Municipality",,,,"457,700$",,,
"26779452",,"1988","2717$ (2013)","583$ (2015)",,"Electric baseboard units",,,"Municipal sewer",,,,,"Heated, Fitted","Garage, (1 place)","Residential","Municipality",,,,"338,900$",,,
"26803954",,"1885","3890$ (2013)","882$ (2014)",,"Electric baseboard units",,"Highway, Stores, Cegep, Elementary school, High school, Hospital, Park - green area, Bicycle path, Cross-country skiing, Public transport, University","Municipal sewer",,,,"Mountain, City",,,"Residential","Municipality",,,,"525,500$",,,
"26837879",,"1966","3366$ (2014)","749$ (2014)",,"Electric baseboard units",,"Highway, Elementary school, High school, Hospital, Park - green area, Bicycle path, Public transport","Municipal sewer",,,,,"Fitted","Garage, (1 place)","Residential","Municipality",,,,"425,900$",,,
